Frequency (Hz)	Level (dB)
2939.282227	-45.505054
2950.048828	-43.290405
2960.815430	-41.220566
2971.582031	-40.866447
2982.348633	-42.415600
2993.115234	-44.280006
3003.881836	-46.488293
3014.648438	-48.366123
3025.415039	-49.643406
3036.181641	-50.441315
3046.948242	-51.166126
3057.714844	-51.695221
3068.481445	-51.966545
3079.248047	-52.480160
3090.014648	-52.092102
3100.781250	-51.343571
3111.547852	-50.569031
3122.314453	-49.734520
3133.081055	-48.354794
3143.847656	-46.551605
3154.614258	-44.496803
3165.380859	-42.730427
3176.147461	-40.893429
3186.914062	-40.874451
3197.680664	-42.699898
3208.447266	-44.890617
3219.213867	-46.681812
3229.980469	-48.258038
3240.747070	-49.419666
3251.513672	-50.365791
3262.280273	-51.018555
3273.046875	-51.387550
3283.813477	-51.622910
3294.580078	-51.349575
3305.346680	-51.258938
3316.113281	-51.011818
3326.879883	-50.214523
3337.646484	-49.200142
3348.413086	-47.965748
3359.179688	-46.396179
3369.946289	-44.690647
3380.712891	-42.326687
3391.479492	-41.206612
3402.246094	-41.959686
3413.012695	-43.826214
3423.779297	-45.551105
3434.545898	-47.420254
3445.312500	-48.806206
3456.079102	-49.693634
3466.845703	-50.508121
3477.612305	-51.302807
3488.378906	-51.632740
3499.145508	-51.639397
3509.912109	-51.894753
3520.678711	-51.532429
3531.445312	-51.109978
3542.211914	-50.442680
3552.978516	-49.413826
3563.745117	-48.144650
3574.511719	-46.694138
3585.278320	-44.696369
3596.044922	-43.047012
3606.811523	-42.281296
3617.578125	-42.590744
3628.344727	-44.564072
3639.111328	-46.399372
3649.877930	-48.109894
3660.644531	-49.441914
3671.411133	-50.782581
3682.177734	-51.491322
3692.944336	-51.856472
3703.710938	-52.490177
3714.477539	-52.778809
3725.244141	-52.635448
3736.010742	-52.183575
3746.777344	-51.706127
3757.543945	-50.999645
3768.310547	-50.038849
3779.077148	-48.774681
3789.843750	-47.447865
3800.610352	-45.569641
3811.376953	-44.440697
3822.143555	-44.062031
3832.910156	-44.721397
3843.676758	-46.034153
3854.443359	-48.106339
3865.209961	-49.639366
3875.976562	-50.733723
3886.743164	-51.927277
3897.509766	-53.030437
3908.276367	-53.239246
3919.042969	-53.540367
3929.809570	-53.674545
3940.576172	-53.794029
3951.342773	-53.412048
3962.109375	-52.592812
3972.875977	-51.834267
3983.642578	-50.812450
3994.409180	-49.704945
4005.175781	-48.258263
4015.942383	-46.744759
4026.708984	-45.527203
4037.475586	-45.155029
4048.242188	-46.025654
4059.008789	-47.681770
4069.775391	-49.249084
4080.541992	-50.649292
4091.308594	-51.761280
4102.075195	-52.672901
4112.841797	-53.294849
4123.608398	-53.933094
4134.375000	-53.999550
4145.141602	-54.217632
4155.908203	-54.214058
4166.674805	-53.823219
4177.441406	-53.134956
4188.208008	-52.659935
4198.974609	-51.737411
4209.741211	-50.299129
4220.507812	-48.663239
4231.274414	-47.428066
4242.041016	-46.573364
4252.807617	-46.375805
4263.574219	-47.245319
4274.340820	-48.766228
4285.107422	-50.515156
4295.874023	-51.869320
4306.640625	-52.892647
4317.407227	-53.450996
4328.173828	-54.212955
4338.940430	-54.922817
4349.707031	-55.166149
4360.473633	-55.237850
4371.240234	-54.877487
4382.006836	-54.322319
4392.773438	-53.813805
4403.540039	-53.087845
4414.306641	-52.255421
4425.073242	-50.998352
4435.839844	-49.596581
4446.606445	-48.072025
4457.373047	-47.462627
4468.139648	-47.792645
4478.906250	-48.702457
4489.672852	-50.052280
4500.439453	-51.357559
4511.206055	-52.509872
4521.972656	-53.593052
4532.739258	-54.200954
4543.505859	-54.848511
4554.272461	-55.158943
4565.039062	-55.128727
4575.805664	-55.318329
4586.572266	-55.029770
4597.338867	-54.650158
4608.105469	-54.130821
4618.872070	-53.507370
4629.638672	-52.704865
4640.405273	-51.173244
4651.171875	-49.721081
4661.938477	-48.555836
4672.705078	-47.898716
4683.471680	-47.816334
4694.238281	-48.967655
4705.004883	-50.549881
4715.771484	-51.977520
4726.538086	-52.927227
4737.304688	-54.067825
4748.071289	-54.692001
4758.837891	-55.293949
4769.604492	-55.731613
4780.371094	-55.948753
4791.137695	-55.831352
4801.904297	-55.833988
4812.670898	-55.215351
4823.437500	-54.302322
4834.204102	-53.391415
4844.970703	-52.478012
4855.737305	-51.488373
4866.503906	-50.410542
4877.270508	-48.985176
4888.037109	-48.493244
4898.803711	-48.866055
4909.570312	-49.969173
4920.336914	-51.208164
4931.103516	-52.481018
4941.870117	-53.764690
4952.636719	-54.551918
4963.403320	-55.231915
4974.169922	-55.683006
4984.936523	-56.113777
4995.703125	-56.201874
5006.469727	-55.924080
5017.236328	-55.880989
5028.002930	-56.110455
5038.769531	-55.791801
5049.536133	-54.738731
5060.302734	-53.526024
5071.069336	-52.831318
5081.835938	-51.898006
5092.602539	-51.016457
5103.369141	-50.986340
5114.135742	-51.812515
5124.902344	-52.958466
5135.668945	-54.041710
5146.435547	-55.542824
5157.202148	-56.834423
5167.968750	-57.651596
5178.735352	-58.583088
5189.501953	-59.710670
5200.268555	-60.568451
5211.035156	-61.057137
5221.801758	-61.248749
5232.568359	-60.985023
5243.334961	-61.244144
5254.101562	-61.416473
5264.868164	-61.104752
5275.634766	-60.725418
5286.401367	-60.208656
5297.167969	-59.663464
5307.934570	-59.853279
5318.701172	-60.483669
5329.467773	-61.601757
5340.234375	-63.478970
5351.000977	-65.282639
5361.767578	-67.156273
5372.534180	-68.903595
5383.300781	-70.420631
5394.067383	-72.065193
5404.833984	-73.590439
5415.600586	-74.698372
5426.367188	-75.779984
5437.133789	-76.652077
5447.900391	-77.564354
5458.666992	-78.066139
5469.433594	-78.040039
5480.200195	-77.644890
5490.966797	-76.956635
5501.733398	-76.636650
